skill_overlap,semantic_sim,exp_gap,keyword_density,label
0.9134066165077489,0.6567207459521333,0.1372152424693414,0.4945889342720375,1
0.8321812868480748,0.7839472000348273,0.029521532354983185,0.8639522667364768,1
0.6500604498050557,0.5044967491506456,0.18685721049069856,0.5767640916761773,1
0.9736052206957867,0.6123972628927434,0.13975438780942928,0.8233568527442584,1
0.8857542856356597,0.7902194839926329,0.1342193034479001,0.7424020090937076,1
0.9310808511762508,0.6904361257671175,0.022437987761120975,0.698026497644971,1
0.8407322268240246,0.6803764439599687,0.1333537093274722,0.7961030517484841,1
0.7059926324141832,0.6911440556510016,0.20671351082745534,0.8089182103826815,1
0.9508635761112878,0.5288607968795972,0.075034271333807,1.0,1
0.9278768176579834,0.7950790158298324,0.1907154823343491,0.671011089653488,1
0.8411786627751926,1.0,0.13304963874402448,0.9493776888618819,1
0.7048677029815863,0.8393808716487963,0.18202800104719424,0.7302397166807113,1
0.8677624793745322,0.9131381926761428,0.0,0.717256301948956,1
0.7280010432640387,0.7268131863684721,0.21129527203250922,0.6393015866234582,1
0.8730550938729116,1.0,0.030588004154277905,0.5662722797207898,1
0.8326926997639157,0.7673936122625293,0.0,0.9769541338216158,1
0.9785945730425545,0.5387223163883622,0.23949734602961714,0.7617725411662348,1
0.6798956556156068,0.5227675072102942,0.08148581884408237,0.930514981508284,1
0.8128968962603265,0.9389338429192732,0.0,0.993553437756107,1
0.7780953136925108,0.6483151365645629,0.05378605036503889,0.6300476850098523,1
0.6503490253145879,0.9309856919256642,0.2481808219199971,0.866916080183728,1
0.8038781322613889,0.8934684896588567,0.13775557837667016,0.5470586475936685,1
0.6362901861380009,0.7821936076320354,0.11559266294376903,0.46668709832665034,1
0.7379969727064578,0.7460979667065955,0.0,0.69195351653022,1
0.785367770085643,0.9125210342969167,0.3183097720474369,0.9856741445840851,1
1.0,0.5814702926665715,0.1328421158623276,0.6257024374410396,1
0.8217265744362399,0.8992135687257906,0.002583718169702015,1.0,1
0.8388006068787214,0.6550898008149342,0.1872516317767401,0.8567606869706044,1
0.6189721782924523,0.9038964144833477,0.05917402478507305,0.6286366316684469,1
0.8416825658818741,0.5713017269345602,0.2241692415553777,0.8958845896232617,1
0.7441230457313203,0.940096350745233,0.04327967065915771,0.6920073929085505,1
0.8716215997129493,0.9297979404456045,0.0,1.0,1
0.6846476586479138,1.0,0.255073841579616,0.5879503461810762,1
0.9220188929408234,0.9283922796935051,0.25554670138371155,0.6892488436500807,1
0.9070854411418412,0.5918903763177082,0.0,0.8090872717423524,1
0.9215481724286294,0.7367144601281053,0.2022541892764815,0.5373312576237017,1
0.7975483603300513,0.9011588297325908,0.15310849182787137,0.8802380697303063,1
0.8194308379159685,0.948598713807688,0.13499569655831906,0.7853289593893319,1
0.7317167134131315,0.985358335325631,0.2676294948348244,0.5623539536800276,1
0.80683113147662,1.0,0.08055635316606206,0.9485252677369741,1
1.0,0.933048091844392,0.0024081790708408834,0.9240969366142472,1
0.9907120984119295,0.6012742492693048,0.275753664531015,1.0,1
0.7504129444762621,0.636594053267612,0.2003717274420169,0.647742949777597,1
0.8508174270758897,0.5773401242267334,0.046538017196320836,0.8743531425552391,1
1.0,0.7183019517324292,0.23830962387436413,0.7693927749090129,1
0.8784023166148074,0.8430110938431099,0.06231260685192451,0.8512071672873485,1
0.7060927530475016,0.8457166081129159,0.16272715031404328,0.5396971799857307,1
0.861526108698358,0.9696144305168811,0.16656394226130958,0.7746578183003296,1
0.7834578573787379,0.7642258215529409,0.18748452872752575,0.7300856861982581,1
0.7539717796295683,0.6786884787136621,0.043571619986938884,0.7241230904351418,1
0.8175550757912933,1.0,0.20918212306602268,0.800378639726913,1
0.8244201766506659,0.9674547241537601,0.1734857468948802,0.5938902425028001,1
0.6395312234450516,0.5979190954567901,0.08106741051005192,0.8394245290741633,1
0.8257924420931014,0.6254937392022303,0.19072322149692655,0.717764984306428,1
0.7698696831447392,0.556830016944681,0.09428323125043986,0.8656338921352038,1
0.9507252408960617,0.9724054463845143,0.1623026928745126,0.7253320415265935,1
0.8388328777923052,0.8530459892459943,0.11649351656300251,0.8745682707320731,1
0.8484662336676946,0.6642024583304812,0.010507560506203625,0.732686275767618,1
0.8624525708014938,0.8899811166520373,0.2236596364755745,0.8142673414954855,1
0.8095056904281638,1.0,0.11293684194939796,0.8016697975412063,1
0.829657427674197,0.8907881344310303,0.26325481420778707,0.8713516942089755,1
0.8130216900261352,0.6274144688952368,0.15346707145953328,0.8638219091937862,1
0.8200663661241073,0.6557482634243512,0.20489301333938903,0.8124153344588924,1
0.6426352298741165,0.7366637101472947,0.0,0.7208275461786801,1
0.8558780690901873,0.9818571990995234,0.07167933086306952,0.7976079654018631,1
0.9573885177346827,0.9601908625909079,0.16618933422829701,0.5175263104973188,1
0.6720837887280727,0.8724958993851502,0.15649290481361947,0.971069195621549,1
0.6438627825238591,0.5497431410180176,0.22815662414438384,0.5562971258132204,1
0.7036528189732952,0.6154139094667666,0.24677570433665635,0.8674562138734602,1
0.6993838866886033,0.7237114540045047,0.1171690882878509,0.6973896027841594,1
0.7591305295418025,0.7466923771559609,0.22276054342461155,0.9611364410472993,1
0.9096547971530716,0.6769812283427346,0.22219406715153633,0.9051500698295518,1
0.7851712454149448,0.8844967486009887,0.12330970172754187,0.5133565487673102,1
0.9607256935636915,0.8805069048603007,0.19072291664387023,0.649325034001907,1
0.7377437195927219,0.9025797047762728,0.17412241490848004,0.9836735688798866,1
0.6691412124881595,0.8342912746446133,0.13730778467035792,0.8607161646229892,1
0.6961866356878605,0.7632869152306065,0.08473335998466215,0.7517643899768596,1
0.8732121515728946,0.7399851252418987,0.08659899663914847,0.6262854490576125,1
0.8400005661825676,0.6154707116231817,0.09926095851601728,0.6508022601987834,1
0.7755613471515034,0.6717635967893504,0.10641682152609068,0.6789267285979979,1
0.9179965543122974,0.5813889738164333,0.11575947552423692,0.8141440555918574,1
0.784575295751239,0.5847828578429518,0.14325956841524506,0.7432776414176588,1
0.664524490462837,0.6050790449121739,0.08770585334108058,0.7539776216750464,1
0.8481282735104311,0.5967795640244838,0.07916681021316993,0.9536169004140974,1
0.9727605302934139,0.8898119511216959,0.21731534324721052,0.6339254102985117,1
0.898185245559892,0.6095564919336874,0.0,0.7016048369303056,1
0.7102016170522001,0.6792365415629343,0.2500189130859674,0.7907690382553335,1
0.929523446343152,0.7737546628612366,0.2404364364351229,0.53119268292372,1
0.6786338330178203,0.883886380433402,0.126383758646728,0.9186725746189176,1
0.9215925331238596,0.586025738800269,0.0,0.680935117685903,1
0.12432424143136647,0.20754424395660578,1.0,0.09412820904498792,0
0.01630136400554572,0.2042638569434341,0.9773281379468027,0.2824650088138297,0
0.21095221940490802,0.15840468888387016,0.8300993559779721,0.20791682455284863,0
0.18713880112971149,0.18910065038788437,0.6554700969922527,0.3801700265726697,0
0.0,0.2494296946653751,0.6979976707842792,0.14333309154369336,0
0.20517853742461073,0.021539930860661125,0.7777698511934309,0.22082081872057624,0
0.11003612108177394,0.08421452915183536,0.43484858322352565,0.012718765629474861,0
0.3947980835202324,0.018049683463815424,0.8198889166828847,0.17891563886463052,0
0.16679462484314844,0.0,0.6467369194233239,0.2532969747438451,0
0.3341680558689292,0.2856814547069195,0.7034863338352968,0.2632927067708281,0
0.0790220409538665,0.4629795392905477,0.7307794590609152,0.17077928358303496,0
0.14009237916495934,0.11385631569203121,0.49209685918230506,0.020136659676328134,0
0.3509766629496895,0.3044672556091885,0.8311466178739677,0.33569969019367024,0
0.32955868582721337,0.20131949587565842,0.8236609557152625,0.07976102838273576,0
0.10694250782264099,0.1853929113265813,0.8247002134945196,0.38565777433986825,0
0.09297973433695647,0.27291470320049627,0.9424126437748345,0.07303234917317254,0
0.2575410395600922,0.0,0.3645482634326988,0.266430085968671,0
0.24053610547234158,0.26267428322237113,0.851368316906487,0.3428635619122158,0
0.02800902770214428,0.11000744312376033,0.4239798331465749,0.2648129511977288,0
0.14845616964236877,0.29604308030151594,0.5682225515609405,0.1469313469882104,0
0.0886621515186478,0.3287202874819859,0.9278444673183357,0.12826521565703589,0
0.06011267844044781,0.13240595013565404,0.5688452525635331,0.10711264161779366,0
0.1743531258955326,0.294847043183841,0.9568949752322755,0.3629387436731632,0
0.026420193256393415,0.26724427448689203,0.38344832796652356,0.2801346813116934,0
0.12082057753788372,0.07578220475822407,0.7274060938017077,0.20050733487355973,0
0.26778075886145664,0.30158134962016814,0.7682947557533055,0.2531083977755306,0
0.29161347469897836,0.3214280136561172,0.5473836136528403,0.3859805384579089,0
0.2664210055145703,0.05406752002589915,0.8047820627162574,0.27160897036074183,0
0.21472504487110167,0.1412746461645475,1.0,0.2811882539932713,0
0.35459104987411894,0.2713365740023267,0.35472716672765187,0.22294606828719377,0
0.15517405914172136,0.32901752028356984,0.46614994492752837,0.32068088495035046,0
0.22696644796295595,0.007330697961413182,0.9300377810347611,0.12003876366821356,0
0.08911535404288712,0.18293820192902405,0.47881917903103804,0.1412095648225115,0
0.22946529150549985,0.04696778441423685,0.874586494248052,0.07738490175367857,0
0.06819237969843933,0.08022725906524739,0.5073795953213939,0.3421118729278478,0
0.010118708423606501,0.333486913453597,0.5891835985010192,0.062129761095411545,0
0.22605349136109998,0.27737525293484094,0.8454034454927748,0.09701012169562892,0
0.026752329395731935,0.298621939051346,0.5457251180650132,0.21363725875558048,0
0.05469971962612026,0.3411578536101587,0.5128158981385906,0.0887617486368608,0
0.2399090391654325,0.3173892286200944,0.5289256445559587,0.04601513918237997,0
0.17797247698836519,0.17699830013890688,0.842865031933017,0.17434725743581395,0
0.4151029449387761,0.3703215938614833,0.5883880746888268,0.05488782696552142,0
0.10561459948942192,0.24021829710167877,0.964194428547176,0.2220476545274277,0
0.011905779986793133,0.2892723929240391,0.6565664025058069,0.15672520176536733,0
0.27505924816555893,0.38650916448367506,0.8000441891780263,0.0,0
0.16417276409178175,0.22647650561930802,0.6932041488362936,0.2624597181156542,0
0.19602659496691377,0.11954105946668295,0.9178397336468415,0.27103619558072656,0
0.22179768301688166,0.20158919876793766,0.6313849089356647,0.2653174344597137,0
0.31659182138181924,0.32846434906943095,0.721097682663978,0.1271860839192538,0
0.2337133658005152,0.3617672395648204,0.6257054335249379,0.2174042349361593,0
0.386986280968112,0.23072111146534524,0.8990854953923528,0.3092000039445571,0
0.12658138839144084,0.19414681511144588,0.7047948819831676,0.20208519475603107,0
0.18476587687695203,0.06735213413367154,0.8590060842329991,0.1702411748738129,0
0.11414551929063493,0.14181476030746484,0.47865384341421585,0.2257413658549531,0
0.2256952395805164,0.2671942805015168,0.6530637949480357,0.12280234660840947,0
0.1348494246812746,0.26833878294737507,0.8483993878857304,0.22388078800297873,0
0.0,0.08755642066543132,0.5503754919801362,0.26694842607190794,0
0.00457610925201158,0.25341418926345755,0.9067006468960179,0.28347108088502415,0
0.12672768288899072,0.3580847992060992,0.675051288469612,0.11120734407315971,0
0.08424209962329166,0.32631906499607966,0.8262308948321542,0.0,0
0.29836822876775104,0.27619141324662533,0.6206226069364584,0.15888705250129675,0
0.0342961033836982,0.20236138981451432,0.8964271967503042,0.3520343347858106,0
0.28768751928009445,0.10694161940602653,0.7661214026918584,0.0,0
0.1867615365625766,0.30704744681062546,0.726628810701934,0.1927814233554127,0
0.26478399325614277,0.007475184036686754,0.40127258590722703,0.11122012470352731,0
0.0,0.17877902647355892,0.4439452307895923,0.28508309906637674,0
0.2547441500218535,0.14575277540222412,0.7602134687623646,0.05470414364535629,0
0.25796237063557803,0.15432575312688895,0.5121454786772598,0.32355379352703423,0
0.10702804957076532,0.011249444423740755,0.4989125303323556,0.20346769612752008,0
0.027120173616435747,0.19272701082611107,0.5309566068014417,0.17564821179054513,0
0.08548943157235131,0.15579690662838666,0.7739648434550721,0.2150529226880139,0
0.09271262193487799,0.1262116008045391,0.9647532353644319,0.16097945609806616,0
0.3105230058855364,0.3619132282458702,0.842703535355529,0.17619664889463638,0
0.1688236543776875,0.1574672298545956,0.596607965963025,0.09892705266241833,0
0.295978259203469,0.05811385570439682,0.4592088360062586,0.2506624426023488,0
0.3026200775497892,0.12544716008334494,0.8928321518428279,0.09244676719536765,0
0.3029967884860782,0.0,0.5989751681690764,0.12303580713814619,0
0.13738292204909974,0.26065855446335984,0.687217358549783,0.2488079331978903,0
0.21050041097129446,0.4832752268870245,0.6672823688307468,0.2326808175597063,0
0.3748679722882073,0.0,0.48569883598937474,0.11517714405821647,0
0.0912141306015121,0.033615780383457874,0.8423770009101376,0.1590220094267463,0
0.1865574305581728,0.16874571149826187,0.6260613223995141,0.17846153824239108,0
0.13096343312094832,0.009608072216335809,0.9969974165999996,0.2156142185738524,0
0.02655208578687758,0.37000325224691705,0.4682312288207952,0.0,0
0.0241971726995169,0.3143660812579211,0.8124331650330415,0.09662095009793281,0
0.1552464109289669,0.3329790595701857,0.7575120911246358,0.27848321767268225,0
0.0,0.053841044701799685,0.6296900660655862,0.12130186126260648,0
0.34894272178071517,0.09652557344160846,0.5666149828088947,0.1870872287965191,0
0.0668533646420891,0.4056704778728184,0.6398685553565991,0.12965990494538054,0
0.1970351830599184,0.23209440494459266,0.659925429716017,0.30200694571722503,0
0.4038817915513516,0.2582217514308422,0.4210593887783988,0.5246084157060031,0
0.38074246672636425,0.25348924363855324,0.6293109328102479,0.3914434799837101,0
0.4926441992924098,0.6061027760668718,0.32533861790872787,0.6368609164914745,0
0.4020093426704361,0.3355484604436874,0.49084548635987596,0.5370033021347943,1
0.43734264686246066,0.30257207096448835,0.5082631920804376,0.46790223958334565,1
0.47715117586731504,0.5593554282288925,0.4620789007403232,0.550065959096369,1
0.5044104544598401,0.470099115899345,0.34107839398978973,0.3986567267584869,1
0.5430922636342419,0.48515082868034365,0.5385381910081214,0.541630056182854,1
0.2811507945064485,0.4209089897523798,0.5846954725058415,0.16539119972644312,1
0.6460909622236548,0.3744849634939446,0.7220064116381635,0.4696201146145407,1
0.4525793546212989,0.3935684928214194,0.738008867866098,0.4903989123808975,1
0.5153279731088116,0.42814660053827236,0.5774536144675178,0.4301130911233053,1
0.36590596255086505,0.251017227767121,0.4112517794834954,0.5932517560789635,0
0.3397946079751624,0.5424526979696658,0.5442277685094682,0.5049665056640745,0
0.35241451249192096,0.5335353860814183,0.544450538396996,0.5272489609236314,0
0.27550498594514,0.29342920317601995,0.6739215227995723,0.3923382666836159,1
0.31622229256924606,0.584072660858555,0.4390903605682305,0.5350582973295519,0
0.4517871078728639,0.3612568600511429,0.49524336087119886,0.5653194164858628,1
0.6202596515572629,0.4295303019977709,0.5399639135026066,0.37759543583061983,0
0.5662290252543889,0.4760737482289636,0.3584158278743889,0.5505798869527551,0
